"","X","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"2221",1,"Tuvalu",100,100,100,100,100,100,"Source","renewable ressources","state of forest reccources","Oceania",100,"%"
"2222",2,"Tuvalu",82.61,82.61,77.55,77.55,77.55,77.55,"Source","renewable ressources","Proportion of fish stocks not overexploited","Oceania",100,"% Sus fish stock"
"2223",3,"Tuvalu",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Oceania",25,"%"
"2224",4,"Tuvalu",0.02,0.01,0.01,0,0,0,"Sink","global System","Consumption of HCFC in ODP per capita","Oceania",0,"0.5% compare to 2007 in CO2-eq tonnes"
"2225",5,"Tuvalu",86.91,87.53,87.37,87.2,87.03,86.87,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Oceania",100,"%"
"2226",6,"Tuvalu",6.95,6.7,6.85,6.94,6.81,6.81,"Human health and welfare","human health","Concentrations of PM2.5","Oceania",5,"µg/m3"
"2227",1,"Uganda",71.9865,70.81934,69.65218,68.48502,67.31758,66.15042,"Source","renewable ressources","state of forest reccources","Africa",100,"%"
"2228",2,"Uganda",5.83,5.83,5.83,5.83,5.83,5.83,"Source","renewable ressources","Surfacewater Stress","Africa",25,"% of stress"
"2229",3,"Uganda",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa",25,"%"
"2230",4,"Uganda",9.73,9.73,9.73,9.73,9.73,9.73,"Source","non-renewables ressources","area with tolerable erosion","Africa",2,"Tonnes/hectare/year"
"2231",5,"Uganda",1.1740534,1.1864443,1.1953631,1.1929693,1.2023042,1.1726922,"Sink","global System","CO2 emissions [tonnes per capita]","Africa",2.88,"tonnes per year per capita"
"2232",6,"Uganda",0,0,0,0.08,0.07,0.06,"Sink","global System","Consumption of HCFC in ODP per capita","Africa",0,"0.5% compare to 2007 in CO2-eq tonnes"
"2233",7,"Uganda",100,100,100,100,100,0,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Africa",100,"%"
"2234",8,"Uganda",56.46881,56.64579,56.88615,57.03253,57.15519,57.02345,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa",100,"%"
"2235",9,"Uganda",31.65,32.08,31.28,31.73,31.31,31.31,"Human health and welfare","human health","Concentrations of PM2.5","Africa",5,"µg/m3"
"2236",10,"Uganda",46.81761,49.89526,53.0156,56.0589,59.13529,62.24096,"Human health and welfare","human health","Drinking water contamination","Africa",100,"% without E.coli"
"2237",11,"Uganda",50,50,50,50,50,50,"Human health and welfare","landscape and amenity","status of world heritage sites","Africa",100,"% Good status"
"2238",1,"Ukraine",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe",100,"%"
"2239",2,"Ukraine",37.84,37.84,37.5,37.5,37.5,37.5,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe",100,"% Sus fish stock"
"2240",3,"Ukraine",11.8,12.08,13.87,13.87,13.73,12.26,"Source","renewable ressources","Surfacewater Stress","Europe",25,"% of stress"
"2241",4,"Ukraine",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Europe",25,"%"
"2242",5,"Ukraine",0.67,0.67,0.67,0.67,0.67,0.67,"Source","non-renewables ressources","area with tolerable erosion","Europe",2,"Tonnes/hectare/year"
"2243",6,"Ukraine",6.6536554,6.7557278,6.1318406,6.5142855,6.096188,5.8151664,"Sink","global System","CO2 emissions [tonnes per capita]","Europe",2.88,"tonnes per year per capita"
"2244",7,"Ukraine",5.1,16.11,13.3,15.83,11.49,0,"Sink","global System","Consumption of HCFC in ODP per capita","Europe",0.4675,"0.5% compare to 2007 in CO2-eq tonnes"
"2245",8,"Ukraine",58.04926,57.64458,57.23021,56.81559,56.40545,56.00593,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe",100,"%"
"2246",9,"Ukraine",70.24,68.28,69.42,69.41,69.07,67.97,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe",100,"%"
"2247",10,"Ukraine",14.67,13.33,12.93,14.24,13.51,13.51,"Human health and welfare","human health","Concentrations of PM2.5","Europe",5,"µg/m3"
"2248",11,"Ukraine",93.21601,93.2875,93.35847,93.42979,93.45463,93.52643,"Human health and welfare","human health","Drinking water contamination","Europe",100,"% without E.coli"
"2249",12,"Ukraine",50,50,25,25,25,25,"Human health and welfare","landscape and amenity","status of world heritage sites","Europe",100,"% Good status"
"2250",1,"United Arab Emirates",126.1916,126.1916,126.1916,126.1916,126.1916,126.1916,"Source","renewable ressources","state of forest reccources","Asia",100,"%"
"2251",2,"United Arab Emirates",66.67,66.67,68.29,68.29,68.29,68.29,"Source","renewable ressources","Proportion of fish stocks not overexploited","Asia",100,"% Sus fish stock"
"2252",3,"United Arab Emirates",1696.36,1679.33,1630,1667.33,1628.67,1587.33,"Source","renewable ressources","Surfacewater Stress","Asia",25,"% of stress"
"2253",4,"United Arab Emirates",2116.667,2100,2041.667,2083.333,2033.333,1983.333,"Source","renewable ressources","Groundwater stress","Asia",25,"%"
"2254",5,"United Arab Emirates",2.67,2.67,2.67,2.67,2.67,2.67,"Source","non-renewables ressources","area with tolerable erosion","Asia",2,"Tonnes/hectare/year"
"2255",6,"United Arab Emirates",30.288705,30.836771,29.9792164,27.4579379,28.941584,28.0546294,"Sink","global System","CO2 emissions [tonnes per capita]","Asia",2.88,"tonnes per year per capita"
"2256",7,"United Arab Emirates",473.97,473.97,473.94,475.1,475.34,353.59,"Sink","global System","Consumption of HCFC in ODP per capita","Asia",2.13,"0.5% compare to 2007 in CO2-eq tonnes"
"2257",8,"United Arab Emirates",0,0,0,0,0,NA,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Asia",100,"%"
"2258",9,"United Arab Emirates",50,50,50,50,50,NA,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Asia",100,"%"
"2259",10,"United Arab Emirates",NA,NA,NA,NA,NA,NA,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Asia",100,"%"
"2260",11,"United Arab Emirates",85.08,84.24,85.1,84.86,82.69,82.96,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Asia",100,"%"
"2261",12,"United Arab Emirates",43.93,42.89,43.33,43.1,41.75,41.75,"Human health and welfare","human health","Concentrations of PM2.5","Asia",5,"µg/m3"
"2262",1,"United Kingdom",112.8559,112.999,113.1779,113.4998,113.8217,11.41079,"Source","renewable ressources","state of forest reccources","Europe",100,"%"
"2263",2,"United Kingdom",73.47,73.47,79.31,79.31,79.31,79.31,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe",100,"% Sus fish stock"
"2264",3,"United Kingdom",13.91,14.35,14.35,14.35,14.35,14.35,"Source","renewable ressources","Surfacewater Stress","Europe",25,"% of stress"
"2265",4,"United Kingdom",20.71429,20.81633,20.81633,20.81633,20.81633,20.81633,"Source","renewable ressources","Groundwater stress","Europe",25,"%"
"2266",5,"United Kingdom",1.09,1.09,1.09,1.09,1.09,1.09,"Source","non-renewables ressources","area with tolerable erosion","Europe",2,"Tonnes/hectare/year"
"2267",6,"United Kingdom",7.8262895,7.4479142,7.2052419,7.056202,6.8233501,6.0404029,"Sink","global System","CO2 emissions [tonnes per capita]","Europe",2.88,"tonnes per year per capita"
"2268",7,"United Kingdom",-53.48,-37.31,-26.7,-40.28,-25,-28.45,"Sink","global System","Consumption of HCFC in ODP per capita","Europe",5.437,"0.5% compare to 2007 in CO2-eq tonnes"
"2269",8,"United Kingdom",97.7,97.7,97.7,97.7,97.7,98,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe",100,"%"
"2270",9,"United Kingdom",56.2,56.2,56.2,56.2,56.2,57.8,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe",100,"%"
"2271",10,"United Kingdom",42.5023,42.54452,42.5546,42.60464,42.61902,42.55643,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe",100,"%"
"2272",11,"United Kingdom",71.15,71.82,73.76,72.9,71.01,70.74,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe",100,"%"
"2273",12,"United Kingdom",11.08,10.19,10.09,10.07,9.52,9.52,"Human health and welfare","human health","Concentrations of PM2.5","Europe",5,"µg/m3"
"2274",13,"United Kingdom",99.86944,99.85379,99.83813,99.82248,99.82248,99.82248,"Human health and welfare","human health","Drinking water contamination","Europe",100,"% without E.coli"
"2275",14,"United Kingdom",45,45,45,45,45,50,"Human health and welfare","landscape and amenity","status of world heritage sites","Europe",100,"% Good status"
"2276",1,"United States of America",102.4909,102.4909,102.3917,102.3917,102.3917,102.3917,"Source","renewable ressources","state of forest reccources","America",100,"%"
"2277",2,"United States of America",75.6425,75.6425,69.7675,69.7675,69.7675,69.7675,"Source","renewable ressources","Proportion of fish stocks not overexploited","America",100,"% Sus fish stock"
"2278",3,"United States of America",28.16,28.16,28.16,28.16,28.16,28.16,"Source","renewable ressources","Surfacewater Stress","America",25,"% of stress"
"2279",4,"United States of America",8.048445,8.048445,8.048445,8.048445,8.048445,8.048445,"Source","renewable ressources","Groundwater stress","America",25,"%"
"2280",5,"United States of America",2.18,2.18,2.18,2.18,2.18,2.18,"Source","non-renewables ressources","area with tolerable erosion","America",2,"Tonnes/hectare/year"
"2281",6,"United States of America",19.7149578,19.22245,18.9129269,19.3826505,18.9409747,16.7915994,"Sink","global System","CO2 emissions [tonnes per capita]","America",2.88,"tonnes per year per capita"
"2282",7,"United States of America",583.87,475.45,374.58,434.1,224.23,-110.8,"Sink","global System","Consumption of HCFC in ODP per capita","America",31.4085,"0.5% compare to 2007 in CO2-eq tonnes"
"2283",8,"United States of America",NA,NA,NA,NA,NA,38.65,"Sink","critical ecosystems","Proportion of surface water in good chemical status","America",100,"%"
"2284",9,"United States of America",69.09621,69.1221,69.15182,69.18143,69.21278,69.23203,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America",100,"%"
"2285",10,"United States of America",70.88,69.37,69.14,69.05,68.72,69.46,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","America",100,"%"
"2286",11,"United States of America",8.31,7.54,7.96,8.13,7.18,7.18,"Human health and welfare","human health","Concentrations of PM2.5","America",5,"µg/m3"
"2287",12,"United States of America",99.21283,99.3026,99.39107,99.47817,99.56389,99.64817,"Human health and welfare","human health","Drinking water contamination","America",100,"% without E.coli"
"2288",13,"United States of America",50,50,50,50,50,48.07692,"Human health and welfare","landscape and amenity","status of world heritage sites","America",100,"% Good status"
"2289",1,"Uruguay",224.5351,227.6927,230.1485,232.6044,235.0602,237.5161,"Source","renewable ressources","state of forest reccources","America",100,"%"
"2290",2,"Uruguay",41.18,41.18,46.67,46.67,46.67,46.67,"Source","renewable ressources","Proportion of fish stocks not overexploited","America",100,"% Sus fish stock"
"2291",3,"Uruguay",9.79,9.79,9.79,9.79,9.79,9.79,"Source","renewable ressources","Surfacewater Stress","America",25,"% of stress"
"2292",4,"Uruguay",0.6113537,0.6113537,0.6113537,0.6113537,0.6113537,0.6113537,"Source","renewable ressources","Groundwater stress","America",25,"%"
"2293",5,"Uruguay",1.38,1.38,1.38,1.38,1.38,1.38,"Source","non-renewables ressources","area with tolerable erosion","America",2,"Tonnes/hectare/year"
"2294",6,"Uruguay",12.3770386,12.3405131,12.0096699,11.8780767,11.9436852,12.2367711,"Sink","global System","CO2 emissions [tonnes per capita]","America",2.88,"tonnes per year per capita"
"2295",7,"Uruguay",15.78,16.43,16.69,9.04,14.08,11.15,"Sink","global System","Consumption of HCFC in ODP per capita","America",0.09,"0.5% compare to 2007 in CO2-eq tonnes"
"2296",8,"Uruguay",NA,NA,NA,NA,NA,74.95,"Sink","critical ecosystems","Proportion of surface water in good chemical status","America",100,"%"
"2297",9,"Uruguay",33.06911,32.48562,31.98893,31.70966,31.53761,31.37184,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America",100,"%"
"2298",10,"Uruguay",62.8,63.89,63.65,63.59,62.46,62.71,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","America",100,"%"
"2299",11,"Uruguay",9.9,9.75,9.27,8.82,8.48,8.48,"Human health and welfare","human health","Concentrations of PM2.5","America",5,"µg/m3"
"2300",1,"Uzbekistan",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Asia",100,"%"
"2301",2,"Uzbekistan",158.13,156.44,168.91,168.92,168.92,168.92,"Source","renewable ressources","Surfacewater Stress","Asia",25,"% of stress"
"2302",3,"Uzbekistan",6.136364,6.25,5.568182,5.568182,5.568182,5.568182,"Source","renewable ressources","Groundwater stress","Asia",25,"%"
"2303",4,"Uzbekistan",1.15,1.15,1.15,1.15,1.15,1.15,"Source","non-renewables ressources","area with tolerable erosion","Asia",2,"Tonnes/hectare/year"
"2304",5,"Uzbekistan",5.9016764,6.127148,6.207497,6.3765882,6.4265161,6.2115702,"Sink","global System","CO2 emissions [tonnes per capita]","Asia",2.88,"tonnes per year per capita"
"2305",6,"Uzbekistan",7.23,4.68,0.87,2.53,1.58,0,"Sink","global System","Consumption of HCFC in ODP per capita","Asia",5e-04,"0.5% compare to 2007 in CO2-eq tonnes"
"2306",7,"Uzbekistan",69.67325,69.77111,69.88204,70.0097,70.18301,70.20569,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Asia",100,"%"
"2307",8,"Uzbekistan",48.46,48.09,45.48,44.62,40.98,40.98,"Human health and welfare","human health","Concentrations of PM2.5","Asia",5,"µg/m3"
"2308",9,"Uzbekistan",90.6593,90.7419,90.82375,90.76267,90.70282,90.64428,"Human health and welfare","human health","Drinking water contamination","Asia",100,"% without E.coli"
"2309",10,"Uzbekistan",NA,NA,25,25,25,25,"Human health and welfare","landscape and amenity","status of world heritage sites","Asia",100,"% Good status"
"2310",1,"Vanuatu",100,100,100,100,100,100,"Source","renewable ressources","state of forest reccources","Oceania",100,"%"
"2311",2,"Vanuatu",82.61,82.61,77.55,77.55,77.55,77.55,"Source","renewable ressources","Proportion of fish stocks not overexploited","Oceania",100,"% Sus fish stock"
"2312",3,"Vanuatu",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Oceania",25,"%"
"2313",4,"Vanuatu",2.03,2.03,2.03,2.03,2.03,2.03,"Source","non-renewables ressources","area with tolerable erosion","Oceania",2,"Tonnes/hectare/year"
"2314",5,"Vanuatu",2.566515,2.5111464,2.5286147,2.6481504,2.5972017,2.555408,"Sink","global System","CO2 emissions [tonnes per capita]","Oceania",2.88,"tonnes per year per capita"
"2315",6,"Vanuatu",0.02,0,0.01,0,0.03,0,"Sink","global System","Consumption of HCFC in ODP per capita","Oceania",0.0015,"0.5% compare to 2007 in CO2-eq tonnes"
"2316",7,"Vanuatu",91.46211,87.8781,87.88668,87.89647,87.90756,88.10283,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Oceania",100,"%"
"2317",8,"Vanuatu",80.73,80.62,80.77,80.38,80.24,80.1,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Oceania",100,"%"
"2318",9,"Vanuatu",8.62,8.66,8.62,8.81,8.42,8.42,"Human health and welfare","human health","Concentrations of PM2.5","Oceania",5,"µg/m3"
"2319",1,"Venezuela",90.22875,89.95873,89.73627,89.56155,89.43437,89.35493,"Source","renewable ressources","state of forest reccources","America",100,"%"
"2320",2,"Venezuela",60.34,60.34,61.4,61.4,61.4,61.4,"Source","renewable ressources","Proportion of fish stocks not overexploited","America",100,"% Sus fish stock"
"2321",3,"Venezuela",7.54,7.54,7.54,7.54,7.54,7.54,"Source","renewable ressources","Surfacewater Stress","America",25,"% of stress"
"2322",4,"Venezuela",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","America",25,"%"
"2323",5,"Venezuela",1.65,1.65,1.65,1.65,1.65,1.65,"Source","non-renewables ressources","area with tolerable erosion","America",2,"Tonnes/hectare/year"
"2324",6,"Venezuela",8.5921348,8.0396241,7.6149718,7.2991367,6.6709438,6.0592573,"Sink","global System","CO2 emissions [tonnes per capita]","America",2.88,"tonnes per year per capita"
"2325",7,"Venezuela",45.72,26.59,17.1,1.88,0.04,0,"Sink","global System","Consumption of HCFC in ODP per capita","America",1.302,"0.5% compare to 2007 in CO2-eq tonnes"
"2326",8,"Venezuela",86.29155,86.23428,86.16757,86.09413,86.02176,85.92521,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America",100,"%"
"2327",9,"Venezuela",85.42,85.26,85.11,84.69,77.29,76.82,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","America",100,"%"
"2328",10,"Venezuela",20.12,19.65,18.71,17.06,16.21,16.21,"Human health and welfare","human health","Concentrations of PM2.5","America",5,"µg/m3"
